llama__Chart-23__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Chart-23_C2/org/jfree/chart/renderer/category/MinMaxCategoryRendererTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java
llama__Chart-24__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Chart-24_C1/org/jfree/chart/renderer/GrayPaintScaleTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java
llama__Chart-24__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Chart-24_C2/org/jfree/chart/renderer/GrayPaintScaleTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java
llama__Lang-10__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-10_C1/org/apache/commons/lang3/time/FastDateParserTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java
llama__Lang-10__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-10_C2/org/apache/commons/lang3/time/FastDateParserTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java
llama__Lang-19__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-19_C1/org/apache/commons/lang3/text/translate/NumericEntityUnescaperTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java
llama__Lang-19__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-19_C2/org/apache/commons/lang3/text/translate/NumericEntityUnescaperTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java
llama__Lang-22__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-22_C1/org/apache/commons/lang3/math/FractionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java
llama__Lang-22__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-22_C2/org/apache/commons/lang3/math/FractionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java
llama__Lang-26__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-26_C1/org/apache/commons/lang3/time/FastDateFormatTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_26f/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java
llama__Lang-26__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-26_C2/org/apache/commons/lang3/time/FastDateFormatTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_26f/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java
llama__Lang-30__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-30_C1/org/apache/commons/lang3/StringUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java
llama__Lang-30__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-30_C2/org/apache/commons/lang3/StringUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java
llama__Lang-41__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-41_C1/org/apache/commons/lang/ClassUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_41f/src/java/org/apache/commons/lang/ClassUtils.java
llama__Lang-41__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-41_C2/org/apache/commons/lang/ClassUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_41f/src/java/org/apache/commons/lang/ClassUtils.java
llama__Lang-42__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-42_C1/org/apache/commons/lang/EntitiesTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_42f/src/java/org/apache/commons/lang/Entities.java
llama__Lang-42__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-42_C2/org/apache/commons/lang/EntitiesTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_42f/src/java/org/apache/commons/lang/Entities.java
llama__Lang-57__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-57_C1/org/apache/commons/lang/LocaleUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_57f/src/java/org/apache/commons/lang/LocaleUtils.java
llama__Lang-57__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-57_C2/org/apache/commons/lang/LocaleUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_57f/src/java/org/apache/commons/lang/LocaleUtils.java
llama__Lang-60__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-60_C1/org/apache/commons/lang/text/StrBuilderTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_60f/src/java/org/apache/commons/lang/text/StrBuilder.java
llama__Lang-60__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-60_C2/org/apache/commons/lang/text/StrBuilderTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_60f/src/java/org/apache/commons/lang/text/StrBuilder.java
llama__Lang-8__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-8_C1/org/apache/commons/lang3/time/FastDatePrinterTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_8f/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java
llama__Lang-8__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Lang-8_C2/org/apache/commons/lang3/time/FastDatePrinterTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_8f/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java
llama__Math-27__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-27_C1/org/apache/commons/math3/fraction/FractionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_27f/src/main/java/org/apache/commons/math3/fraction/Fraction.java
llama__Math-27__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-27_C2/org/apache/commons/math3/fraction/FractionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_27f/src/main/java/org/apache/commons/math3/fraction/Fraction.java
llama__Math-2__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-2_C1/org/apache/commons/math3/distribution/HypergeometricDistributionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_2f/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java
llama__Math-2__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-2_C2/org/apache/commons/math3/distribution/HypergeometricDistributionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_2f/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java
llama__Math-53__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-53_C1/org/apache/commons/math/complex/ComplexTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_53f/src/main/java/org/apache/commons/math/complex/Complex.java
llama__Math-53__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-53_C2/org/apache/commons/math/complex/ComplexTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_53f/src/main/java/org/apache/commons/math/complex/Complex.java
llama__Math-55__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-55_C1/org/apache/commons/math/geometry/Vector3DTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_55f/src/main/java/org/apache/commons/math/geometry/Vector3D.java
llama__Math-55__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-55_C2/org/apache/commons/math/geometry/Vector3DTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_55f/src/main/java/org/apache/commons/math/geometry/Vector3D.java
llama__Math-59__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-59_C1/org/apache/commons/math/util/FastMathTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_59f/src/main/java/org/apache/commons/math/util/FastMath.java
llama__Math-59__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-59_C2/org/apache/commons/math/util/FastMathTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_59f/src/main/java/org/apache/commons/math/util/FastMath.java
llama__Math-63__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-63_C1/org/apache/commons/math/util/MathUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java
llama__Math-63__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-63_C2/org/apache/commons/math/util/MathUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java
llama__Math-70__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-70_C1/org/apache/commons/math/analysis/solvers/BisectionSolverTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_70f/src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java
llama__Math-70__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-70_C2/org/apache/commons/math/analysis/solvers/BisectionSolverTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_70f/src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java
llama__Math-75__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-75_C1/org/apache/commons/math/stat/FrequencyTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_75f/src/main/java/org/apache/commons/math/stat/Frequency.java
llama__Math-75__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-75_C2/org/apache/commons/math/stat/FrequencyTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_75f/src/main/java/org/apache/commons/math/stat/Frequency.java
llama__Math-79__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-79_C1/org/apache/commons/math/util/MathUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_79f/src/main/java/org/apache/commons/math/util/MathUtils.java
llama__Math-79__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-79_C2/org/apache/commons/math/util/MathUtilsTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_79f/src/main/java/org/apache/commons/math/util/MathUtils.java
llama__Math-9__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-9_C1/org/apache/commons/math3/geometry/euclidean/threed/LineTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_9f/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java
llama__Math-9__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/llama/Math-9_C2/org/apache/commons/math3/geometry/euclidean/threed/LineTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_9f/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java
gemini__Chart-10__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-10_C1/org/jfree/chart/imagemap/gemini_Chart_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_10f/source/org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java
gemini__Chart-10__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-10_C2/org/jfree/chart/imagemap/gemini_Chart_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_10f/source/org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java
gemini__Chart-11__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-11_C1/org/jfree/chart/util/gemini_Chart_11_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_11f/source/org/jfree/chart/util/ShapeUtilities.java
gemini__Chart-11__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-11_C2/org/jfree/chart/util/gemini_Chart_11_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_11f/source/org/jfree/chart/util/ShapeUtilities.java
gemini__Chart-15__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-15_C1/org/jfree/chart/plot/gemini_Chart_15_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_15f/source/org/jfree/chart/plot/PiePlot.java
gemini__Chart-15__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-15_C2/org/jfree/chart/plot/gemini_Chart_15_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_15f/source/org/jfree/chart/plot/PiePlot.java
gemini__Chart-17__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-17_C1/org/jfree/data/time/gemini_Chart_17_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_17f/source/org/jfree/data/time/TimeSeries.java
gemini__Chart-17__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-17_C2/org/jfree/data/time/gemini_Chart_17_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_17f/source/org/jfree/data/time/TimeSeries.java
gemini__Chart-19__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-19_C1/org/jfree/chart/plot/gemini_Chart_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_19f/source/org/jfree/chart/plot/CategoryPlot.java
gemini__Chart-19__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-19_C2/org/jfree/chart/plot/gemini_Chart_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_19f/source/org/jfree/chart/plot/CategoryPlot.java
gemini__Chart-1__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-1_C1/org/jfree/chart/renderer/category/gemini_Chart_1_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_1f/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java
gemini__Chart-1__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-1_C2/org/jfree/chart/renderer/category/gemini_Chart_1_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_1f/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java
gemini__Chart-21__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-21_C1/org/jfree/data/statistics/gemini_Chart_21_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_21f/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java
gemini__Chart-21__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-21_C2/org/jfree/data/statistics/gemini_Chart_21_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_21f/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java
gemini__Chart-22__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-22_C1/org/jfree/data/gemini_Chart_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_22f/source/org/jfree/data/KeyedObjects2D.java
gemini__Chart-22__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-22_C2/org/jfree/data/gemini_Chart_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_22f/source/org/jfree/data/KeyedObjects2D.java
gemini__Chart-23__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-23_C1/org/jfree/chart/renderer/category/gemini_Chart_23_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java
gemini__Chart-23__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-23_C2/org/jfree/chart/renderer/category/gemini_Chart_23_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java
gemini__Chart-24__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-24_C1/org/jfree/chart/renderer/gemini_Chart_24_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java
gemini__Chart-24__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Chart-24_C2/org/jfree/chart/renderer/gemini_Chart_24_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java
gemini__Lang-10__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Lang-10_C1/org/apache/commons/lang3/time/gemini_Lang_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java
gemini__Lang-10__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Lang-10_C2/org/apache/commons/lang3/time/gemini_Lang_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java
gemini__Lang-19__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Lang-19_C1/org/apache/commons/lang3/text/translate/gemini_Lang_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java
gemini__Lang-19__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Lang-19_C2/org/apache/commons/lang3/text/translate/gemini_Lang_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java
gemini__Lang-22__C1,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Lang-22_C1/org/apache/commons/lang3/math/gemini_Lang_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java
gemini__Lang-22__C2,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gemini/Lang-22_C2/org/apache/commons/lang3/math/gemini_Lang_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java
